ID,Marital Status,Application Mode,Application Order,Course,Daytime/Evening Attendance,Previous Qualification,Previous Qualification Grade,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Admission Grade,Displaced,Educational Special Needs,Debtor,Tuition Fees Up to Date,Gender,Scholarship Holder,Age at Enrollment,International Student,Curricular Units 1st Sem Credited,Curricular Units 1st Sem Enrolled,Curricular Units 1st Sem Evaluations,Curricular Units 1st Sem Approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Student Status
1804,Single,Change of course,2,Advertising and Marketing Management,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,127.6,Yes,No,No,Yes,Male,No,22,No,4,6,6,6,11.833333333333334,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,Dropout
1805,Single,Change of institution/course,1,Management,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",112.1,No,No,Yes,No,Male,No,38,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
1806,Single,Change of course,1,Management (evening attendance),Evening,Higher education - degree,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,130.0,No,No,No,Yes,Male,No,33,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
1807,Single,1st phase - general contingent,3,Informatics Engineering,Daytime,Secondary education,117.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",111.1,No,No,No,Yes,Male,Yes,19,No,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,Enrolled
1808,Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,127.0,Portuguese,Higher Education - Degree,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",121.4,No,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
1809,Single,1st phase - general contingent,5,Informatics Engineering,Daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",126.8,No,No,No,No,Male,Yes,18,No,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,Enrolled
1810,Single,Change of institution/course,1,Management (evening attendance),Evening,Secondary education,134.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,120.6,Yes,No,No,Yes,Male,No,27,No,2,6,6,6,12.333333333333334,0,0,5,5,5,13.0,0,11.1,0.6,2.02,Graduate
1811,Single,Over 23 years old,1,Tourism,Daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,126.5,No,No,No,Yes,Male,No,26,No,0,6,7,6,12.428571428571429,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate
1812,Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,127.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120.2,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,12.765714285714289,0,0,8,9,8,13.544444444444444,0,12.4,0.5,1.79,Graduate
1813,Married,Change of institution/course,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120.0,No,No,No,Yes,Male,No,44,No,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,Dropout
1814,Single,1st phase - general contingent,2,Management,Daytime,Secondary education,142.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,137.5,Yes,No,No,Yes,Male,No,19,No,0,5,10,5,12.0,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,Graduate
1815,Single,3rd phase - general contingent,1,Communication Design,Daytime,Secondary education,117.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",127.9,Yes,No,No,Yes,Male,No,20,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout
1816,Single,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",140.0,No,No,Yes,Yes,Male,No,24,No,0,6,10,6,14.88888888888889,0,0,6,11,6,13.727272727272728,0,16.2,0.3,-0.92,Enrolled
1817,Divorced,Change of course,1,Management (evening attendance),Evening,Secondary education,164.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",131.8,No,No,No,Yes,Female,No,31,No,7,14,19,13,11.357142857142858,0,9,14,14,13,12.0,1,9.4,-0.8,-3.12,Graduate
1818,Single,Change of course,1,Communication Design,Daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,129.0,Yes,No,No,Yes,Female,No,25,No,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate
1819,Single,2nd phase - general contingent,4,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Higher Education - Bachelor's Degree,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,115.8,Yes,No,Yes,No,Female,No,19,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
1820,Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,140.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,126.4,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.884285714285712,0,0,8,9,8,14.75,0,11.1,0.6,2.02,Dropout
1821,Single,Change of course,1,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,130.0,Yes,No,No,No,Female,No,19,No,0,6,12,5,13.0,0,0,6,12,3,11.666666666666666,0,13.9,-0.3,0.79,Enrolled
1822,Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,122.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,114.8,Yes,No,No,Yes,Female,Yes,19,No,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,Enrolled
1823,Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,162.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",138.6,Yes,No,No,Yes,Female,No,19,No,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Enrolled
1824,Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,112.9,No,No,No,Yes,Female,No,24,No,0,6,12,2,11.666666666666666,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,Dropout
1825,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,120.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,111.6,No,No,No,Yes,Female,No,20,No,0,6,6,6,14.5,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
1826,Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,160.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,152.0,No,No,No,Yes,Female,No,18,No,0,6,7,6,14.714285714285714,0,0,6,7,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate
1827,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,141.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",132.6,No,No,No,Yes,Female,Yes,18,No,0,6,7,6,13.285714285714286,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
1828,Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Unskilled Workers,118.4,Yes,No,No,Yes,Female,No,21,No,0,5,13,3,11.333333333333334,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled
1829,Single,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",120.0,No,No,Yes,No,Female,No,28,No,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,Dropout
1830,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",122.1,No,No,No,Yes,Female,Yes,18,No,0,5,11,4,11.571428571428571,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,Enrolled
1831,Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,162.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,142.8,No,No,Yes,Yes,Female,No,18,No,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,Dropout
1832,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,124.8,No,No,No,Yes,Female,Yes,18,No,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,Graduate
1833,Single,2nd phase - general contingent,2,Management,Daytime,Secondary education,134.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,126.3,Yes,No,No,Yes,Female,Yes,18,No,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,Graduate
1834,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,119.0,Yes,No,No,No,Female,Yes,19,No,0,5,7,3,10.666666666666666,0,0,5,10,3,12.285714285714286,0,10.8,1.4,1.74,Dropout
1835,Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,124.9,No,No,No,Yes,Female,Yes,19,No,0,7,11,6,13.8875,0,0,8,9,8,14.864444444444445,0,15.5,2.8,-4.06,Graduate
1836,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Cleaning workers,"Unskilled workers in agriculture, animal production, fisheries and forestry",118.0,No,No,Yes,Yes,Female,Yes,20,No,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,Graduate
1837,Married,Change of course,1,Social Service (evening attendance),Evening,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,100.0,No,No,No,Yes,Female,No,34,No,9,11,17,9,12.333333333333334,0,3,7,12,7,12.142857142857142,0,9.4,-0.8,-3.12,Graduate
1838,Married,Over 23 years old,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,109.0,Yes,No,No,Yes,Female,No,39,No,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,Enrolled
1839,Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,133.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",130.8,Yes,No,No,Yes,Female,No,19,No,0,8,8,8,13.427499999999998,0,0,8,8,8,13.427499999999998,0,9.4,-0.8,-3.12,Graduate
1840,Single,Over 23 years old,1,Communication Design,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,110.0,Yes,No,No,Yes,Female,No,24,No,0,6,6,6,15.166666666666666,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,Graduate
1841,Single,Ordinance No. 854-B/99,1,Journalism and Communication,Daytime,Secondary education,151.0,Cape Verdean,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,"Personal Services, Security and Safety Workers and Sellers",151.0,Yes,No,No,Yes,Female,No,18,Yes,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1842,Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary education,125.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,131.0,Yes,No,No,Yes,Male,No,19,No,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout
1843,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,158.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",155.2,No,No,No,Yes,Male,Yes,18,No,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,Graduate
1844,Single,1st phase - general contingent,2,Management,Daytime,Secondary education,128.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,121.0,Yes,Yes,Yes,Yes,Male,No,20,No,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,Enrolled
1845,Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,133.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,119.7,Yes,Yes,Yes,Yes,Male,No,19,No,2,7,8,7,13.075,0,1,8,11,8,12.36111111111111,0,12.4,0.5,1.79,Graduate
1846,Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,138.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Administrative staff,131.0,Yes,No,No,Yes,Male,No,19,No,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,Dropout
1847,Single,2nd phase - general contingent,1,Agronomy,Daytime,Secondary education,126.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,116.9,No,No,No,Yes,Male,No,19,No,0,6,10,6,13.666666666666666,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,Dropout
1848,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Can read without having a 4th year of schooling,10th Year of Schooling,Unskilled Workers,Armed Forces Professions,130.0,Yes,No,No,Yes,Male,No,41,No,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Dropout
1849,Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,143.0,Portuguese,Higher Education - Doctorate,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,137.8,No,No,No,Yes,Male,No,19,No,0,7,10,6,13.492857142857144,0,0,8,9,8,12.68888888888889,0,12.4,0.5,1.79,Graduate
1850,Single,Change of course,3,Tourism,Daytime,Secondary education,135.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,122.1,No,No,No,Yes,Male,No,19,No,0,6,14,3,12.5,0,0,6,9,4,11.0,0,12.7,3.7,-1.7,Enrolled
1851,Single,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,120.0,Yes,No,No,No,Male,No,23,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1852,Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,148.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",133.0,No,No,No,Yes,Male,No,18,No,0,5,12,5,13.285714285714286,0,0,5,16,5,14.8,0,12.4,0.5,1.79,Dropout
1853,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,126.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,115.2,No,No,No,Yes,Male,No,19,No,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,Graduate
